Chromosome,Start,End,Strand,P-RING1B,KO-RING1B,log2('P-RING1B' divided by 'KO-RING1B'),P-BMI,KO-BMI,log2('P-BMI' divided by 'KO-BMI'),P-SUZ12,KO-SUZ12,log2('P-SUZ12' divided by 'KO-SUZ12'),KO-MEL18,P-MEL18,log2('P-MEL18' divided by 'KO-MEL18'),P-H3K27Me3,KO-H3K27Me3,log2('P-H3K27Me3' divided by 'KO-H3K27Me3'),P-CBX4,KO-CBX4,log2('P-CBX4' divided by 'KO-CBX4'),P-CBX8,KO-CBX8,log2('P-CBX8' divided by 'KO-CBX8'),P-RYBP,KO-RYBP,log2('P-RYBP' divided by 'KO-RYBP'),Gene Name,Nearest Ensembl,,
chr6,26499743,26503341,+,3.44,2.63,0.39,5.05,4.15,0.28,5.51,2.25,1.29,5.75,2.79,-1.04,52.20,609.40,-3.55,3.70,1.72,1.10,3.10,7.49,-1.27,1.76,1.69,0.06,BTN1A1,ENSG00000124557,,
chr2,70946897,70951267,+,5.86,2.94,1.00,8.99,3.81,1.24,5.36,3.04,0.82,7.15,4.90,-0.55,52.16,641.98,-3.62,6.04,2.24,1.43,6.08,10.12,-0.74,1.53,1.32,0.21,ATP6V1B1-AS1,ENSG00000239322,,
chr1,109111653,109117403,+,3.80,2.47,0.62,4.74,3.16,0.58,7.49,1.88,1.99,5.45,2.56,-1.09,52.15,658.41,-3.66,4.94,1.85,1.42,2.93,5.71,-0.96,2.10,1.75,0.26,KIAA1324,ENSG00000116299,,
chr10,93886879,93894973,+,5.93,2.59,1.19,8.74,2.73,1.68,6.26,1.26,2.31,5.11,4.31,-0.25,52.11,290.04,-2.48,6.63,2.15,1.63,5.94,6.55,-0.14,2.78,1.40,0.99,SLC35G1,ENSG00000176273,,
chr6,26741421,26746453,+,5.46,4.66,0.23,6.80,6.69,0.02,7.28,2.50,1.54,10.15,4.24,-1.26,52.10,290.92,-2.48,6.41,4.63,0.47,4.45,12.33,-1.47,3.52,3.22,0.13,ZNF322,ENSG00000181315,,
chr10,7444370,7446016,+,3.62,2.84,0.35,5.32,4.61,0.21,3.67,2.05,0.84,7.41,3.50,-1.08,52.09,336.00,-2.69,4.07,2.64,0.62,3.97,9.33,-1.23,1.29,1.63,-0.34,SFMBT2,ENSG00000198879,,
chr12,116301464,116302781,+,4.50,1.73,1.38,6.90,2.79,1.30,4.61,1.37,1.75,3.88,3.34,-0.22,52.08,523.76,-3.33,4.55,1.45,1.65,3.85,4.97,-0.37,1.30,0.95,0.44,MED13L,ENSG00000123066,,
chr4,146652160,146657077,+,4.65,1.60,1.54,6.67,2.57,1.38,4.58,1.61,1.51,3.78,3.86,0.03,52.06,367.57,-2.82,4.91,1.49,1.72,5.30,7.38,-0.48,1.43,0.87,0.72,POU4F2,ENSG00000151615,,
chr11,62537994,62541715,+,3.17,1.61,0.97,3.50,1.82,0.94,7.26,1.41,2.36,2.19,1.97,-0.15,52.04,199.77,-1.94,2.94,1.26,1.22,2.41,2.73,-0.18,3.20,1.06,1.59,AHNAK,ENSG00000124942,,
chr15,75797586,75803993,+,4.00,1.93,1.05,5.94,2.40,1.31,6.57,1.80,1.87,3.99,2.78,-0.52,51.94,595.15,-3.52,4.13,1.46,1.50,3.93,5.76,-0.55,1.72,1.08,0.67,MIR4313,ENSG00000284385,,
chr9,130537293,130540051,+,1.41,0.97,0.54,2.02,2.00,0.02,3.69,1.42,1.38,1.85,0.88,-1.07,51.92,523.99,-3.34,1.38,1.13,0.28,1.14,3.27,-1.52,0.95,0.80,0.24,LOC100272217,,,
chr15,40497352,40517017,+,3.39,1.42,1.26,6.30,2.51,1.33,9.53,1.42,2.75,3.78,3.16,-0.26,51.90,373.35,-2.85,4.89,1.47,1.73,3.38,4.32,-0.35,2.28,1.15,0.99,MRPL42P5,,,
chr4,112135072,112136631,+,6.68,1.13,2.57,10.20,1.80,2.50,4.43,0.91,2.28,3.07,6.51,1.09,51.89,145.08,-1.48,6.59,1.43,2.21,6.20,4.47,0.47,1.37,0.85,0.69,FAM241A,ENSG00000174749,,
chr8,41649700,41655335,+,1.58,1.34,0.25,1.71,1.75,-0.04,4.73,1.64,1.53,2.24,1.04,-1.11,51.88,639.96,-3.62,1.46,1.21,0.27,1.07,3.65,-1.77,1.71,1.13,0.60,NKX6-3,ENSG00000165066,,
chr16,2376708,2384701,+,3.99,2.01,0.99,5.87,3.16,0.89,6.95,1.89,1.88,5.03,3.22,-0.64,51.79,551.82,-3.41,4.96,1.69,1.55,4.02,6.22,-0.63,1.28,1.08,0.24,ABCA17P,ENSG00000238098,,
chr7,100693788,100703874,+,3.32,1.45,1.20,4.07,1.90,1.10,9.88,1.35,2.87,3.36,2.47,-0.45,51.68,250.15,-2.28,5.57,1.37,2.03,2.93,3.90,-0.41,2.21,1.20,0.88,POP7,ENSG00000172336,,
chr2,199738059,199740419,+,7.72,1.87,2.04,11.28,2.64,2.09,3.75,1.43,1.39,4.67,6.94,0.57,51.67,339.72,-2.72,7.64,1.69,2.17,8.05,6.95,0.21,1.36,1.00,0.45,FTCDNL1,ENSG00000226124,,
chr20,1942998,1950845,+,2.32,1.18,0.97,3.10,1.95,0.67,6.12,1.78,1.78,2.78,1.49,-0.90,51.64,398.10,-2.95,2.73,1.03,1.40,1.90,4.19,-1.14,1.35,0.77,0.81,PDYN-AS1,ENSG00000233896,,
chr2,160484553,160488344,+,7.26,1.11,2.71,11.47,2.46,2.22,5.50,1.19,2.20,4.00,7.98,1.00,51.64,155.85,-1.59,8.76,1.37,2.68,8.84,4.32,1.04,1.26,0.79,0.67,RBMS1,ENSG00000153250,,
chr14,75285439,75289115,+,6.07,2.01,1.60,10.34,3.18,1.70,6.17,1.15,2.42,5.48,5.59,0.03,51.59,296.15,-2.52,8.47,2.68,1.66,6.90,7.56,-0.13,1.78,1.24,0.52,LINC01220,,,
chr21,44883444,44884763,+,3.57,1.42,1.33,4.22,1.95,1.11,5.22,2.40,1.12,2.75,2.40,-0.20,51.59,667.73,-3.69,3.26,1.12,1.55,2.45,4.19,-0.77,1.72,0.82,1.08,PTTG1IP,ENSG00000183255,,
chr1,1999860,2006186,+,2.65,1.74,0.61,3.32,2.40,0.47,7.34,2.52,1.54,4.19,2.03,-1.04,51.53,564.58,-3.45,2.94,1.77,0.73,1.54,4.27,-1.47,1.84,1.11,0.72,CFAP74,ENSG00000142609,,
chr2,234050695,234052145,+,2.74,0.69,1.99,4.68,1.26,1.89,3.24,0.92,1.82,2.13,2.63,0.30,51.44,145.45,-1.50,3.53,0.91,1.95,3.24,2.32,0.48,1.44,0.77,0.89,SPP2,ENSG00000072080,,
chr12,65734846,65745808,+,9.09,3.68,1.31,11.71,4.57,1.36,8.86,2.29,1.95,7.63,6.47,-0.24,51.42,255.05,-2.31,9.55,2.75,1.79,7.63,8.14,-0.09,2.85,1.59,0.85,HMGA2,ENSG00000149948,,
chr7,1359858,1364491,+,2.24,1.32,0.77,2.28,1.29,0.82,5.58,2.21,1.33,2.02,1.54,-0.39,51.41,567.82,-3.47,2.31,1.17,0.98,1.30,3.47,-1.42,1.17,0.74,0.66,MICALL2,ENSG00000164877,,
chr12,45044845,45045850,+,6.24,1.38,2.18,9.99,3.07,1.70,4.25,1.56,1.45,4.06,5.98,0.56,51.40,344.77,-2.75,7.28,1.55,2.23,7.93,9.55,-0.27,1.08,0.99,0.13,DBX2,ENSG00000185610,,
chr6,138159152,138164477,+,4.71,2.15,1.14,7.10,3.49,1.02,5.97,2.22,1.43,4.01,3.44,-0.22,51.34,367.18,-2.84,4.90,2.02,1.28,4.37,6.95,-0.67,1.67,1.43,0.23,ARFGEF3,ENSG00000112379,,
chr1,234673674,234682191,+,8.86,2.76,1.68,14.71,5.16,1.51,7.25,1.67,2.12,7.75,9.75,0.33,51.32,519.42,-3.34,11.41,3.54,1.69,10.80,8.20,0.40,2.69,1.32,1.02,LOC101927787,ENSG00000228044,,
chr4,83530970,83539325,+,4.86,1.77,1.45,6.39,2.37,1.43,6.60,1.54,2.10,3.48,3.45,-0.01,51.32,320.79,-2.64,5.60,1.72,1.70,5.60,5.83,-0.06,2.26,1.11,1.03,GPAT3,ENSG00000138678,,
chr17,65123961,65127195,+,2.91,2.61,0.16,4.27,3.58,0.25,5.94,2.17,1.45,6.58,2.26,-1.54,51.31,712.32,-3.80,3.95,2.40,0.72,2.37,7.65,-1.69,2.01,1.52,0.41,RGS9,ENSG00000108370,,
chr1,197889592,197892162,+,9.60,2.23,2.10,13.07,3.67,1.83,5.07,1.73,1.55,6.55,8.91,0.44,51.29,153.23,-1.58,8.74,2.29,1.93,8.73,7.10,0.30,1.41,1.18,0.26,C1orf53,ENSG00000203724,,
chr1,147072519,147075414,+,3.72,4.92,-0.40,4.94,6.19,-0.33,5.16,6.10,-0.24,9.81,2.31,-2.09,51.27,1263.88,-4.62,4.01,3.43,0.23,3.38,12.96,-1.94,1.91,1.82,0.07,RNVU1-8,,,
chr10,110667762,110675193,+,6.21,3.10,1.00,8.65,6.31,0.46,6.82,1.89,1.85,8.13,4.53,-0.84,51.27,765.71,-3.90,6.44,2.35,1.46,5.79,14.07,-1.28,1.67,1.11,0.59,RBM20,ENSG00000203867,,
chr7,27227137,27228973,+,5.65,3.29,0.78,7.52,4.30,0.81,3.98,2.88,0.47,6.88,4.93,-0.48,51.27,627.62,-3.61,4.78,2.91,0.71,4.45,9.99,-1.17,1.09,0.79,0.46,EVX1,ENSG00000106038,,
chr10,101066139,101070645,+,4.57,2.60,0.81,4.46,3.05,0.55,7.00,2.63,1.41,3.76,2.70,-0.48,51.26,326.92,-2.67,3.63,1.90,0.93,2.99,5.74,-0.94,3.78,2.21,0.78,KAZALD1,ENSG00000107821,,
chr19,45195736,45201923,+,1.89,1.13,0.74,3.08,1.69,0.87,6.38,1.83,1.80,2.34,1.35,-0.80,51.24,406.60,-2.99,2.59,1.38,0.90,1.56,3.42,-1.13,1.09,0.81,0.42,BLOC1S3,ENSG00000189114,,
chr9,136290719,136293277,+,1.61,1.01,0.67,2.14,1.30,0.72,6.25,1.36,2.20,1.59,1.03,-0.62,51.19,382.19,-2.90,2.25,1.04,1.12,1.00,1.86,-0.89,1.98,0.89,1.15,CCDC187,ENSG00000260220,,
chr12,124695378,124705083,+,2.05,2.23,-0.13,2.93,2.48,0.24,7.56,1.84,2.04,3.82,1.75,-1.13,51.17,672.36,-3.72,3.13,2.27,0.46,2.17,4.88,-1.17,3.39,2.66,0.35,NCOR2,ENSG00000196498,,
chr1,151961366,151964361,+,6.78,2.68,1.34,11.19,5.30,1.08,5.14,2.13,1.27,7.66,5.80,-0.40,51.15,571.04,-3.48,7.41,2.27,1.71,6.48,10.14,-0.65,1.65,1.08,0.62,S100A10,ENSG00000197747,,
chr2,234073811,234077120,+,3.60,1.07,1.75,4.64,1.52,1.61,4.22,1.02,2.05,1.98,3.13,0.66,51.06,132.78,-1.38,4.24,1.56,1.44,4.08,2.83,0.52,1.43,0.92,0.64,SPP2,ENSG00000072080,,
chr12,116299077,116301300,+,4.41,1.85,1.25,6.76,2.78,1.28,4.59,1.36,1.75,3.97,3.14,-0.34,51.03,532.02,-3.38,4.50,1.44,1.65,3.78,4.87,-0.36,1.31,0.95,0.47,MED13L,ENSG00000123066,,
chr21,32612681,32622575,+,4.58,2.81,0.71,6.67,3.93,0.76,7.89,1.80,2.13,6.08,3.64,-0.74,51.00,469.68,-3.20,5.61,2.52,1.15,4.70,8.09,-0.78,1.99,1.35,0.56,CFAP298,ENSG00000159079,,
chr17,43948170,43951168,+,1.60,2.11,-0.40,2.10,2.20,-0.06,4.44,3.35,0.40,3.67,0.97,-1.91,50.95,966.67,-4.25,1.73,1.59,0.13,1.38,4.61,-1.74,1.38,1.36,0.02,PPY,ENSG00000108849,,
chr2,170710824,170716436,+,2.21,2.38,-0.11,2.50,2.63,-0.07,5.09,5.49,-0.11,4.50,1.35,-1.74,50.92,867.49,-4.09,2.22,1.72,0.37,1.71,6.23,-1.86,2.07,1.76,0.24,LINC01124,ENSG00000222033,,
chr10,6047995,6053597,+,3.96,1.65,1.27,4.67,2.29,1.03,5.88,1.28,2.20,4.52,2.86,-0.66,50.91,396.23,-2.96,4.07,1.62,1.32,3.38,4.63,-0.45,1.71,1.09,0.65,IL2RA,ENSG00000134460,,
chr5,173254016,173257597,+,2.87,2.03,0.50,3.33,3.93,-0.24,3.44,3.37,0.03,5.10,2.13,-1.26,50.90,750.04,-3.88,2.60,1.96,0.41,2.41,6.74,-1.49,1.13,0.74,0.61,NKX2-5,ENSG00000183072,,
chr21,45068951,45078346,+,7.42,2.90,1.36,8.39,3.67,1.19,7.27,2.39,1.60,5.59,5.10,-0.13,50.89,381.70,-2.91,7.40,2.03,1.87,6.03,7.46,-0.31,3.05,1.60,0.93,SSR4P1,ENSG00000235374,,
chr14,75289182,75291179,+,7.01,2.54,1.46,11.41,3.68,1.63,6.29,1.17,2.43,6.54,5.99,-0.13,50.86,301.24,-2.57,9.13,3.12,1.55,7.67,8.28,-0.11,2.45,1.40,0.81,LINC01220,,,
chr19,45450553,45467941,+,2.65,1.26,1.07,3.78,1.86,1.03,8.12,1.46,2.48,2.46,2.05,-0.26,50.86,387.83,-2.93,3.77,1.32,1.52,2.07,3.57,-0.78,2.04,1.19,0.78,FOSB,ENSG00000125740,,
chr5,134518826,134527673,+,5.28,2.48,1.09,5.82,2.73,1.09,15.24,2.40,2.67,4.05,3.73,-0.12,50.85,382.27,-2.91,8.64,2.12,2.03,4.20,5.13,-0.29,4.23,2.08,1.02,JADE2,ENSG00000043143,,
chr10,22987968,22990451,+,11.28,1.44,2.97,17.44,2.47,2.82,6.45,1.39,2.22,4.79,10.44,1.12,50.81,156.04,-1.62,12.59,1.91,2.72,11.74,5.26,1.16,1.95,0.89,1.13,ARMC3,ENSG00000165309,,
chr6,136546559,136552679,+,9.06,2.97,1.61,11.43,4.15,1.46,8.32,2.05,2.02,6.34,6.84,0.11,50.80,338.85,-2.74,10.51,2.73,1.94,9.09,7.97,0.19,2.36,1.64,0.53,MAP7,ENSG00000135525,,
chr19,45426513,45436685,+,2.19,1.34,0.71,3.08,1.86,0.73,8.18,1.35,2.60,3.10,1.79,-0.79,50.79,238.39,-2.23,3.37,1.31,1.37,1.90,3.54,-0.90,2.40,1.38,0.80,MIR6088,ENSG00000275726,,
chr17,48137032,48138496,+,3.40,3.30,0.04,4.87,4.74,0.04,5.42,3.30,0.72,7.90,2.56,-1.63,50.75,712.52,-3.81,3.32,2.42,0.46,2.96,8.00,-1.43,1.25,1.08,0.21,MIR1203,ENSG00000221739,,
chr3,128583464,128587674,+,5.01,1.50,1.74,5.07,2.52,1.01,6.41,1.54,2.06,3.94,3.58,-0.14,50.73,365.93,-2.85,4.82,1.43,1.76,4.38,4.86,-0.15,1.92,1.30,0.56,LINC01565,ENSG00000198685,,
chr2,24452965,24458307,+,3.42,0.86,2.00,6.07,1.87,1.70,5.10,1.18,2.10,3.50,3.63,0.05,50.72,108.64,-1.10,4.73,1.78,1.41,3.96,4.43,-0.16,1.06,1.54,-0.54,ITSN2,ENSG00000198399,,
chr10,132467103,132472313,+,4.60,3.49,0.40,5.65,3.84,0.56,6.69,2.02,1.73,6.59,3.35,-0.98,50.71,421.33,-3.05,5.66,3.25,0.80,3.89,9.75,-1.32,2.89,1.71,0.76,C10orf91,,,
chr17,42758168,42761460,+,2.08,1.97,0.08,2.08,2.37,-0.19,5.69,1.45,1.98,2.36,1.15,-1.04,50.70,170.43,-1.75,2.06,1.77,0.21,1.35,3.93,-1.54,2.87,1.71,0.74,RAMP2,ENSG00000131477,,
chr17,4597032,4604930,+,1.92,2.72,-0.51,2.40,2.88,-0.26,6.98,2.78,1.33,4.03,1.13,-1.83,50.70,715.02,-3.82,1.91,2.46,-0.37,1.06,5.54,-2.38,1.73,1.94,-0.17,LINC01996,ENSG00000261863,,
chr1,225941567,225951734,+,2.80,2.06,0.44,3.74,3.06,0.29,7.70,1.98,1.96,3.83,2.09,-0.87,50.58,1082.74,-4.42,3.39,1.75,0.95,1.87,4.43,-1.25,2.49,1.43,0.80,LEFTY2,ENSG00000143768,,
chr1,243915502,243921522,+,5.87,2.66,1.14,7.74,4.44,0.80,6.86,2.13,1.69,5.93,4.76,-0.32,50.55,538.92,-3.41,6.75,2.44,1.46,6.31,9.70,-0.62,2.47,2.12,0.22,LOC339529,ENSG00000226828,,
chr15,74540385,74549994,+,7.59,2.67,1.51,8.78,2.83,1.63,14.86,2.17,2.78,5.25,6.21,0.24,50.54,97.71,-0.95,12.70,3.49,1.86,6.25,6.37,-0.03,9.44,4.71,1.00,ARID3B,ENSG00000179361,,
chr17,61389512,61390350,+,2.09,1.66,0.34,2.73,2.30,0.24,3.70,2.38,0.64,2.80,1.57,-0.83,50.52,364.61,-2.85,1.82,1.36,0.42,1.64,3.82,-1.22,1.56,1.34,0.22,TBX2-AS1,ENSG00000267280,,
chr12,104955867,104960839,+,3.01,1.95,0.63,4.53,2.82,0.69,5.87,1.97,1.57,4.14,2.75,-0.59,50.51,245.00,-2.28,3.71,1.95,0.93,3.47,6.66,-0.94,2.23,1.61,0.47,SLC41A2,ENSG00000136052,,
chr1,234853987,234857428,+,4.63,1.86,1.32,5.97,4.20,0.51,5.57,1.75,1.67,4.58,4.01,-0.19,50.46,466.48,-3.21,4.93,2.32,1.09,3.64,6.12,-0.75,1.62,1.72,-0.08,PP2672,ENSG00000279261,,
chr18,12398142,12400462,+,4.02,0.85,2.25,5.11,1.66,1.63,4.82,0.92,2.38,2.20,2.79,0.34,50.46,109.11,-1.11,4.78,1.31,1.87,3.97,3.07,0.37,1.61,0.95,0.77,PRELID3A,ENSG00000141391,,
chr11,267821,271556,+,1.87,1.09,0.77,2.56,2.05,0.32,5.52,1.16,2.26,2.66,1.61,-0.73,50.41,282.42,-2.49,2.98,1.32,1.17,1.61,3.58,-1.15,1.15,0.93,0.31,NLRP6,ENSG00000174885,,
chr1,148456853,148459714,+,6.57,3.51,0.90,7.66,4.91,0.64,4.04,1.56,1.38,8.37,4.75,-0.82,50.40,290.14,-2.53,6.07,2.39,1.35,7.27,9.42,-0.37,1.10,1.43,-0.37,LINC01138,ENSG00000274020,,
chr11,122975009,122978647,+,3.03,2.96,0.03,3.63,3.98,-0.13,4.35,3.79,0.20,6.18,2.25,-1.46,50.37,784.44,-3.96,3.10,1.95,0.66,3.15,9.51,-1.59,0.96,0.96,0.01,BSX,ENSG00000188909,,
chr1,7750983,7758339,+,7.41,1.35,2.45,10.25,2.28,2.17,6.43,1.63,1.97,4.22,5.52,0.39,50.36,298.68,-2.57,7.55,1.59,2.25,7.38,5.60,0.40,1.91,1.40,0.44,VAMP3,ENSG00000049245,,
chr6,45461536,45465448,+,6.73,0.77,3.13,9.79,1.70,2.52,4.28,0.95,2.18,2.24,5.71,1.35,50.33,84.39,-0.75,6.26,1.30,2.27,6.22,2.47,1.33,1.35,0.77,0.81,RUNX2,ENSG00000124813,,
chr12,110416043,110430289,+,2.68,1.24,1.11,4.57,2.16,1.08,8.02,1.41,2.51,3.21,2.26,-0.51,50.31,315.53,-2.65,4.59,1.39,1.72,2.79,4.14,-0.57,1.61,0.94,0.78,ANAPC7,ENSG00000196510,,
chr3,195853928,195859920,+,3.27,1.28,1.35,3.26,1.73,0.91,6.07,1.44,2.07,3.16,1.89,-0.74,50.29,334.22,-2.73,3.05,1.45,1.07,2.05,3.56,-0.79,2.27,1.32,0.78,LINC01983,,,
chr1,156849871,156853077,+,2.26,2.24,0.02,2.63,2.78,-0.08,6.88,3.45,0.99,3.70,1.45,-1.36,50.28,1095.74,-4.45,2.31,1.68,0.46,1.46,4.23,-1.53,2.15,1.39,0.63,INSRR,ENSG00000027644,,
chr1,143496954,143498900,+,2.83,2.68,0.08,3.38,3.92,-0.21,4.18,2.91,0.52,4.77,1.65,-1.53,50.27,212.97,-2.08,2.89,2.74,0.08,2.53,9.83,-1.96,0.71,0.79,-0.15,LOC645166,,,
chr12,124256507,124260759,+,1.77,1.31,0.43,2.97,1.99,0.58,4.69,1.77,1.40,2.60,1.34,-0.96,50.16,675.62,-3.75,2.07,1.24,0.74,1.94,4.27,-1.14,1.08,0.83,0.38,RFLNA,ENSG00000178882,,
chr1,24530050,24532830,+,4.31,2.36,0.87,7.08,3.60,0.98,6.62,1.73,1.93,5.30,3.95,-0.43,50.15,508.21,-3.34,5.38,1.96,1.46,5.03,7.43,-0.56,1.44,1.02,0.50,RCAN3,ENSG00000117602,,
chr3,13470312,13478372,+,2.73,1.09,1.33,4.17,1.89,1.14,5.55,1.03,2.43,3.11,2.09,-0.57,50.12,331.44,-2.73,3.23,1.30,1.31,2.36,3.22,-0.44,1.53,1.05,0.55,HDAC11-AS1,ENSG00000244502,,
chr14,55254963,55258344,+,3.75,1.85,1.02,6.29,3.02,1.06,3.86,1.11,1.80,4.64,3.01,-0.62,50.12,362.04,-2.85,4.80,1.59,1.59,4.43,6.27,-0.50,1.19,0.68,0.80,FBXO34,ENSG00000178974,,
chr17,16526568,16530930,+,3.57,1.67,1.10,5.39,2.79,0.95,6.23,1.50,2.05,4.54,2.92,-0.64,50.12,476.54,-3.25,4.49,1.69,1.41,3.36,6.62,-0.98,1.46,1.08,0.44,LRRC75A,ENSG00000181350,,
chr17,43951273,43954722,+,1.69,1.89,-0.16,2.44,2.22,0.14,4.44,3.24,0.46,3.75,0.93,-2.02,50.11,1047.76,-4.39,1.74,1.48,0.24,1.26,4.51,-1.84,1.31,1.13,0.20,PPY,ENSG00000108849,,
chr5,154610350,154613744,+,3.73,2.40,0.63,4.44,2.99,0.57,5.43,2.55,1.09,4.93,2.43,-1.02,50.10,746.21,-3.90,2.98,1.45,1.04,2.87,5.89,-1.03,1.77,0.96,0.88,MIR3141,ENSG00000264760,,
chr5,112414353,112422034,+,5.62,4.33,0.38,8.28,6.70,0.31,7.21,2.56,1.49,10.43,4.29,-1.28,50.10,602.42,-3.59,6.50,3.61,0.85,6.85,13.74,-1.00,2.13,1.76,0.28,EPB41L4A,ENSG00000129595,,
chr11,64949304,64952013,+,3.09,1.30,1.25,4.70,2.83,0.73,8.34,1.56,2.42,3.52,2.48,-0.51,50.08,554.96,-3.47,3.93,1.31,1.58,3.08,4.65,-0.60,1.68,1.01,0.73,GPHA2,ENSG00000149735,,
chr11,126131761,126141764,+,2.19,2.28,-0.06,2.74,2.80,-0.03,5.95,1.97,1.60,4.18,1.37,-1.61,50.05,1073.19,-4.42,2.27,1.63,0.48,1.47,5.78,-1.98,1.52,1.53,0.00,CDON,ENSG00000064309,,
chr18,59286096,59290520,+,4.01,2.10,0.93,7.00,4.18,0.74,3.17,1.67,0.93,7.02,4.14,-0.76,50.02,445.16,-3.15,5.17,1.77,1.55,5.32,9.83,-0.89,1.06,0.87,0.30,RAX,ENSG00000134438,,
chr10,101738759,101740716,+,3.09,1.37,1.17,4.35,2.99,0.54,5.92,1.76,1.75,3.78,2.39,-0.66,49.99,535.02,-3.42,3.43,1.93,0.83,2.75,5.38,-0.97,1.26,0.85,0.57,FGF8,ENSG00000107831,,
chr11,62474482,62488620,+,2.56,1.05,1.29,3.72,1.58,1.24,6.23,0.95,2.71,2.31,1.76,-0.39,49.99,404.31,-3.02,3.43,1.06,1.69,2.08,3.05,-0.55,1.53,0.84,0.87,SCGB1A1,ENSG00000149021,,
chr19,47392923,47396581,+,2.02,1.15,0.81,2.78,1.70,0.71,5.60,1.55,1.85,2.49,1.61,-0.63,49.98,320.80,-2.68,2.75,1.57,0.81,1.70,3.66,-1.11,2.00,1.40,0.52,MEIS3,ENSG00000105419,,
chr3,185358335,185360626,+,7.09,1.79,1.99,12.36,3.40,1.86,7.19,1.24,2.53,4.71,6.37,0.44,49.95,199.55,-2.00,9.32,2.04,2.19,8.53,10.49,-0.30,1.43,0.91,0.65,MAP3K13,ENSG00000073803,,
chr5,73486559,73490069,+,5.45,2.40,1.18,7.52,3.85,0.97,4.87,2.03,1.27,5.72,4.22,-0.44,49.84,443.62,-3.15,5.22,1.87,1.48,4.74,7.84,-0.72,1.31,0.87,0.59,BTF3,ENSG00000145741,,
chrX,136488360,136497934,+,8.13,3.47,1.23,12.05,5.13,1.23,7.04,2.21,1.67,8.23,6.84,-0.27,49.80,383.63,-2.95,9.95,3.29,1.60,9.28,9.95,-0.10,2.25,1.34,0.75,HTATSF1,ENSG00000102241,,
chr5,150656437,150662105,+,3.09,1.51,1.03,3.62,2.14,0.76,5.18,1.61,1.69,3.34,2.03,-0.72,49.80,610.46,-3.62,2.71,1.17,1.21,2.13,4.08,-0.94,2.03,1.48,0.46,MYOZ3,ENSG00000164591,,
chr19,1719105,1734328,+,1.64,1.74,-0.09,2.33,1.94,0.27,7.89,2.53,1.64,2.25,1.01,-1.16,49.79,440.43,-3.15,2.37,1.50,0.66,1.28,2.88,-1.17,1.91,1.48,0.37,ONECUT3,ENSG00000205922,,
chr7,92590164,92596037,+,6.74,2.08,1.70,11.74,3.45,1.77,5.96,1.46,2.03,5.27,6.00,0.19,49.75,234.10,-2.23,8.15,2.64,1.63,8.59,8.57,0.00,2.25,1.36,0.72,FAM133B,ENSG00000234545,,
chr7,157483055,157488598,+,2.36,1.30,0.86,2.90,1.43,1.02,6.20,1.47,2.07,2.01,1.42,-0.51,49.69,265.55,-2.42,3.14,0.96,1.72,2.06,3.18,-0.62,1.58,1.10,0.52,LOC101927914,ENSG00000234210,,
chr1,10936825,10946748,+,2.83,1.70,0.73,3.09,2.50,0.30,7.58,2.01,1.92,3.12,1.56,-1.00,49.64,706.45,-3.83,2.58,1.65,0.65,1.52,3.34,-1.14,2.24,1.24,0.86,C1orf127,ENSG00000175262,,
chr2,222686365,222689472,+,3.89,1.34,1.53,6.64,1.93,1.78,4.99,1.01,2.31,3.03,3.95,0.38,49.59,164.35,-1.73,5.07,1.54,1.72,4.74,4.20,0.18,1.38,0.88,0.65,MOGAT1,ENSG00000124003,,
chr12,93601447,93604051,+,8.55,2.82,1.60,12.30,4.06,1.60,4.26,1.41,1.59,6.91,7.71,0.16,49.54,425.72,-3.10,8.05,2.27,1.83,6.65,8.06,-0.28,1.52,0.85,0.83,SOCS2,ENSG00000120833,,
chr8,120808759,120814339,+,2.27,1.36,0.74,3.27,1.84,0.83,6.11,1.71,1.84,3.42,1.84,-0.90,49.52,252.91,-2.35,2.65,2.30,0.20,2.39,5.08,-1.09,1.83,1.49,0.30,SNTB1,ENSG00000172164,,
chr22,42455631,42471387,+,2.55,1.79,0.51,3.72,3.34,0.16,6.56,1.64,2.00,3.72,1.73,-1.10,49.50,614.03,-3.63,2.91,1.77,0.72,2.05,4.09,-1.00,1.22,1.05,0.22,NFAM1,ENSG00000235568,,
chr14,67510116,67518308,+,2.41,1.18,1.02,2.87,1.66,0.79,8.78,1.49,2.56,2.67,1.49,-0.84,49.49,547.83,-3.47,3.11,1.37,1.19,1.71,3.65,-1.09,1.62,0.93,0.80,TMEM229B,ENSG00000198133,,
chr12,53934690,53936305,+,2.65,5.19,-0.97,3.30,7.02,-1.09,4.38,9.47,-1.11,9.42,1.75,-2.43,49.47,1165.13,-4.56,2.15,3.05,-0.50,2.21,14.84,-2.75,1.20,1.26,-0.07,HOXC13,ENSG00000123364,,
chr17,6651302,6655792,+,3.43,3.60,-0.07,3.29,3.22,0.03,4.74,1.90,1.32,4.05,1.82,-1.15,49.46,193.48,-1.97,3.90,2.64,0.56,2.50,5.10,-1.03,5.17,3.75,0.46,C17orf100,ENSG00000256806,,
chr19,16306858,16316954,+,2.36,0.90,1.39,3.37,1.91,0.82,7.92,1.37,2.53,2.42,2.16,-0.16,49.46,241.23,-2.29,3.52,1.26,1.48,2.30,2.65,-0.20,1.99,1.10,0.85,KLF2,ENSG00000127528,,
