ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-002105,ES4,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002106,ES5,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002107,ES6,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002108,ES7,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002109,ES8,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002110,EW-1,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002111,EW-11,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002112,EW-12,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002113,EW-13,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002114,EW-16,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002115,EW-18,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002116,EW-22,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002117,EW-24,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002118,EW-3,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002119,EW-7,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002120,GAK,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,VMM
ACH-002121,G-MEL,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-002122,GT3TKB,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-002123,H2369,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002124,H2373,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",PLSMESO
ACH-002125,H2461,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002126,H2591,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002127,H2595,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002128,H2722,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002129,H2731,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",PLSMESO
ACH-002130,H2795,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002131,H2803,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002132,H2804,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002133,H2810,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002134,H2818,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002135,H2869,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-002136,H290,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002138,H513,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-002139,HA7-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002140,Hey,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-002141,HSC-39,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,SSRCC
ACH-002142,HuO-3N1,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002143,IST-MEL1,Skin,Melanoma,Melanoma,MEL
ACH-002144,IST-SL1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002145,IST-SL2,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002146,JHOS-3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-002147,K2,Skin,Melanoma,Melanoma,MEL
ACH-002148,K5,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,THPA
ACH-002149,KGN,Ovary/Fallopian Tube,Sex Cord Stromal Tumor,Granulosa Cell Tumor,GRCT
ACH-002150,LB1047-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002151,LB2241-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002152,LB2518-MEL,Skin,Melanoma,Melanoma,MEL
ACH-002153,LB373-MEL-D,Skin,Melanoma,Melanoma,MEL
ACH-002154,LB647-SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002155,LB996-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002156,LC-1-sq,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-002157,LC-2-ad,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002158,LU-99A,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC
ACH-002159,M14,Skin,Melanoma,Melanoma,MEL
ACH-002160,MC-IXC,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002161,MKN28,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD
ACH-002162,MMAC-SF,Skin,Melanoma,Melanoma,MEL
ACH-002163,MRK-nu-1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-002164,MZ1-PC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002165,MZ2-MEL,Skin,Melanoma,Melanoma,MEL
ACH-002166,MZ7-mel,Skin,Melanoma,Melanoma,MEL
ACH-002167,NCC010,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002168,NCC021,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002169,NCI-H1304,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002170,NCI-H1688,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002171,NCI-H250,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002172,NCI-H322M,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002173,NCI-H378,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002174,NCI-H720,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,LUCA
ACH-002175,NCI-H740,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002177,NCI-H835,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,LUCA
ACH-002178,NY,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002179,OCUB-M,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-002180,OMC-1,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-002181,OVCA420,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-002182,OVCA433,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-002183,OVMIU,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-002184,PC-3_[JPC-3],Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002186,PL4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002187,RCC-AB,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002188,RCC-ER,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002189,RCC-FG2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002190,RCC-JF,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002191,RCC-JW,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002192,RCC-MF,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002193,RERF-LC-FM,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002195,RXF393,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002196,SBC-1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002197,SBC-3,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002198,SCH,Other,Extra Gonadal Germ Cell Tumor,Extra Gonadal Germ Cell Tumor,EGCT
ACH-002199,SN12C,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002200,SW962,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,VMM
ACH-002201,TC-YIK,Cervix,Small Cell Carcinoma of the Cervix,Small Cell Carcinoma of the Cervix,SCCE
ACH-002202,TMK-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002204,U-CH2,Bone,Chordoma,Chordoma,CHDM
ACH-002205,WM1552C,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-002206,WM278,Skin,Melanoma,Melanoma,MEL
ACH-002207,WM35,Skin,Melanoma,Melanoma,MEL
ACH-002208,YMB-1-E,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002209,ALL-PO,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002210,ARH-77,Myeloid,Non-Cancerous,Immortalized Blood,
ACH-002211,BALL-1,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002212,BB30-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-002213,BB49-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002214,BC-1,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002215,BC-3,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002216,BE-13,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-002217,BE2-M17,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002218,CESS,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002219,COLO-320-HSR,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002220,CRO-AP2,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002221,CTB-1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-002222,CTV-1,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,ATLL
ACH-002223,D-245MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002224,D-247MG,CNS/Brain,Diffuse Glioma,Gliosarcoma,GSARC
ACH-002225,D-263MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002226,D-336MG,CNS/Brain,Diffuse Glioma,Gliosarcoma,GSARC
ACH-002227,D-392MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002228,D-423MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002229,D-502MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002230,D-542MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002231,D-566MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002232,DG-75,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002233,DIFI,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,COADREAD
ACH-002234,DOK,Head and Neck,"Head and Neck Carcinoma, Other","Head and Neck Carcinoma, Other",OHNCA
ACH-002235,DSH1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-002236,EB-3,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002237,ETK-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-002238,GR-ST,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002239,H3118,Head and Neck,Salivary Carcinoma,Mucoepidermoid Carcinoma,MUCC
ACH-002240,H9,Lymphoid,Mature T and NK Neoplasms,Sezary Syndrome,SS
ACH-002241,HAL-01,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002242,HC-1,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL
ACH-002243,HCE-4,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-002244,HO-1-N-1,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002245,Hs-445,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-002246,Hs 633.T,Soft Tissue,Fibrosarcoma,Fibrosarcoma,FIBS
ACH-002247,IM-9,Myeloid,Non-Cancerous,Immortalized Blood,
ACH-002248,IMR-5,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002249,JHU-011,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-002250,JHU-022,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-002251,JHU-029,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-002252,JiyoyeP-2003,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002253,JSC-1,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002254,KARPAS-1106P,Lymphoid,Mature B-Cell Neoplasms,Primary Mediastinal (Thymic) Large B-Cell Lymphoma (PMBL),PMBL
ACH-002255,KARPAS-231,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-002256,KARPAS-45,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-002257,KINGS-1,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,AASTR
ACH-002258,KMOE-2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002259,KNS-81-FD,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002261,KP-N-YS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002262,KY821,Myeloid,Acute Myeloid Leukemia,Acute Myelomonocytic Leukemia,AMML
ACH-002263,KYSE-220,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-002264,KYSE-50,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-002265,LB771-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-002266,LB831-BLC,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-002267,LC4-1,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002268,LN-405,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002269,LNZTA3WT4,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-002270,MC-CAR,Myeloid,Non-Cancerous,Immortalized Blood,
ACH-002271,MFH-ino,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH
ACH-002272,MHH-PREB-1,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-002273,ML-2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002274,MLMA,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL
ACH-002275,MN-60,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002276,MY-M12,Myeloid,Acute Leukemias of Ambiguous Lineage,Acute Leukemias of Ambiguous Lineage,ALAL
ACH-002277,NB(TU)1-10,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002278,NB10,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002279,NB12,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002280,NB13,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002281,NB14,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002282,NB17,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002283,NB5,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002284,NB6,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002285,NB7,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002286,NCI-H128,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002287,NCI-H630,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,COADREAD
ACH-002288,NEC8,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-002289,NK-92MI,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL
ACH-002290,NKM-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002291,NTERA-2 cl.D1,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-002292,OACp4C,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002293,P32-ISH,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002294,PCI-15A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC
ACH-002295,PCI-30,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002296,PCI-38,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002297,PCI-4B,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-002298,PCI-6A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002299,QIMR-WIL,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002300,Ramos-2G6-4C10,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002301,RF-48,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,NHL
ACH-002302,RPMI-8866,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-002304,SK-MG-1,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-002305,SKN-3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002306,STS-0421,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002307,SU-DHL-16,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-002308,SUP-B8,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002309,SW684,Soft Tissue,Fibrosarcoma,Fibrosarcoma,FIBS
ACH-002310,SW872,Soft Tissue,Liposarcoma,Liposarcoma,LIPO
ACH-002311,TE-12,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-002312,TGBC24TKB,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD
ACH-002313,TK,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-002314,TUR,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,AMOL
ACH-002316,WIL2-NS,Myeloid,Hereditary Spherocytosis,Spherocytosis,
ACH-002317,YT,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL
ACH-002319,184A1,Breast,Non-Cancerous,Immortalized Breast Cells,
ACH-002320,600MPE,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS
ACH-002321,HBL100,Breast,Non-Cancerous,Immortalized Breast Cells,
ACH-002322,HCC2185,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-002323,HCC2688,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS
ACH-002324,HCC3153,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002325,LY2,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-002326,MACLS2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002327,MCF12A,Breast,Non-Cancerous,Immortalized Breast Cells,
ACH-002328,MX1,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BNNOS
ACH-002329,SKBR5,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BNNOS
ACH-002330,SKBR7,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BNNOS
ACH-002331,ZR75B,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS
ACH-002332,GISTT1,Soft Tissue,Gastrointestinal Stromal Tumor,Gastrointestinal Stromal Tumor,GIST
ACH-002333,HCC827GR,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-002334,SS1A,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-002336,HCET,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Corneal, Differentiated",
ACH-002337,JHU028,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002338,M980513,Skin,Melanoma,Melanoma,MEL
ACH-002339,MOT,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL
ACH-002340,NBSUSSR,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002342,BB30PBL,Normal,Non-Cancerous,Matched Normal,
ACH-002343,BB49EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002344,BB65EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002345,CaR-1,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-002346,CP50EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002347,CP66EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002348,HSJD-DIPG-007,CNS/Brain,Diffuse Glioma,Diffuse Intrinsic Pontine Glioma,DIPG
ACH-002349,GBM001,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002350,HA7EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002351,L542,Normal,Non-Cancerous,Matched Normal,
ACH-002352,LB1047EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002353,LB2241EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002354,LB2518EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002355,LB373EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002356,LB647PBL,Normal,Non-Cancerous,Matched Normal,
ACH-002357,LB771PBL,Normal,Non-Cancerous,Matched Normal,
ACH-002358,LB831EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002360,MZ1B,Normal,Non-Cancerous,Matched Normal,
ACH-002361,MZ7B,Normal,Non-Cancerous,Matched Normal,
ACH-002362,NCIBL128,Normal,Non-Cancerous,Matched Normal,
ACH-002363,NCIBL1395,Normal,Non-Cancerous,Matched Normal,
ACH-002364,NCIBL1437,Normal,Non-Cancerous,Matched Normal,
ACH-002365,NCIBL1770,Normal,Non-Cancerous,Matched Normal,
ACH-002366,NCIBL2009,Normal,Non-Cancerous,Matched Normal,
ACH-002367,NCIBL2052,Normal,Non-Cancerous,Matched Normal,
ACH-002368,NCIBL2087,Normal,Non-Cancerous,Matched Normal,
ACH-002369,NCIBL209,Normal,Non-Cancerous,Matched Normal,
ACH-002370,NCIBL2122,Normal,Non-Cancerous,Matched Normal,
ACH-002371,NCIBL2126,Normal,Non-Cancerous,Matched Normal,
ACH-002372,NCIBL2171,Normal,Non-Cancerous,Matched Normal,
ACH-002373,HCC1187BL,Normal,Non-Cancerous,Matched Normal,
ACH-002374,HCC1599BL,Normal,Non-Cancerous,Matched Normal,
ACH-002375,HCC1937BL,Normal,Non-Cancerous,Matched Normal,
ACH-002376,LS1034-PBL,Normal,Non-Cancerous,Matched Normal,
ACH-002377,HCC38BL,Normal,Non-Cancerous,Matched Normal,
ACH-002378,HCC1143-BL,Normal,Non-Cancerous,Matched Normal,
ACH-002379,J82EBV,Normal,Non-Cancerous,Matched Normal,
ACH-002380,COLO829BL,Normal,Non-Cancerous,Matched Normal,
ACH-002381,HCC2157BL,Normal,Non-Cancerous,Matched Normal,
ACH-002382,HCC1395BL,Normal,Non-Cancerous,Matched Normal,
ACH-002383,HCC2218BL,Normal,Non-Cancerous,Matched Normal,
ACH-002384,HCC1954BL,Normal,Non-Cancerous,Matched Normal,
ACH-002386,M00921,Skin,Melanoma,Melanoma,MEL
ACH-002387,M1203273,Skin,Melanoma,Melanoma,MEL
ACH-002388,MET2B,Skin,Melanoma,Melanoma,MEL
ACH-002389,ACN,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002392,SC-1,Lymphoid,Mature B-Cell Neoplasms,Follicular Lymphoma,FL
ACH-002397,KMH-2,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-002399,21NT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002401,21MT2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002446,CCLF_UPGI_0005_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002458,HT144 SKIN FV1,Skin,Melanoma,Melanoma,MEL
ACH-002459,HT144 SKIN FV3,Skin,Melanoma,Melanoma,MEL
